	restaurantId	title	ratingDate	reviewerReviews	dateOfVisit	helpful	text	isViaMobile	starsValue	starsService	starsFood	reply	page	author_name	author_level	author_memberSince	author_city	author_contributions	author_helpful	author_cites	author_photos	author_tag	author_distributionExcellent	author_distributionVeryGood	author_distributionAverage	author_distributionPoor	author_distributionTerrible
34	0	Great experience	Recensito il 1 luglio 2022 	14	Data della visita:  settembre 2021	0	It was indisputably an unforgettable experience, the story, variety and surprise was brilliant. However, some of the flavours weren’t for us. Maybe we’re not sophisticated enough. Some of the staff also didn’t appear to know what was going on.	True	--	--	--	--	4	Henry James	Recensore livello  3  	Utente di Tripadvisor da ago 2019	Da Maidenhead, Regno Unito	13 contributi	9 voti utili	10 città visitate	--	--	 9	 2	 0	 1	 1
35	0	The Nutty Professor weaves his magic.	Recensito il 30 giugno 2022 	816	Data della visita:  giugno 2022	2	We went for lunch on one of the London train strike days, so a GBP 60 Uber ride took us to this very plain fronted establishment, but once inside the door the magic starts. I don’t think that anyone who goes to TFD expects just a good meal, this is showmanship, childish fun and invention on a plate. Service was slick and friendly, if a bit robotic, but every dish does need explaining, so I feel sorry for the staff in that regard. Every course was packed with flavour and delicious, lots of luxury ingredients like caviar were used, all beautifully presented on a succession of interesting tableware. We had a glass of champagne to start, a bottle of white wine and excellent coffees to finish, the bill just on GBP 900. We spent 4 hours in the calm and simple dining room and were not rushed to leave our table whilst we waited for our return Uber. An unforgettable afternoon that brings a smile to our faces for the sheer whimsy and inventiveness of the entire dining experience.	False	--	--	--	--	4	MadamJosephine	Recensore livello  6  	Utente di Tripadvisor da ago 2005	50-64 donna da Melbourne, Australia	789 contributi	746 voti utili	340 città visitate	4 foto	Buongustaio, Amante delle aree urbane, Come una persona del posto, Appassionato di storia	 470	 169	 118	 23	 14
36	0	Interesting one-off experience - but no desire to repeat	Recensito il 29 giugno 2022 	140	Data della visita:  giugno 2022	7	"My wife and I attended as a self-indulgent treat to celebrate our 30th wedding anniversary.  I'm sure that nobody goes to The Fat Duck without some pre-conceived notions of what they may experience, given the fame of the restaurant and its creator, and the michelin awards that have come with it.  Surprisingly, the restaurant itself is quite noisy, with hard glass surfaces lining the walls, loudly echoing back conversations from other diners. Unsurprisingly, service was slick and friendly and ran like a well oiled machine throughout the evening. We had the Anthology Menu Volume 4 tasting menu - 11 courses, if bread and a bag of sweets count as courses, plus a bonus course not listed in the menu book because the oyster course had no oysters (you are given a 58 page menu book as a guide and a keepsake).  The food was all interesting and delicious but not as exceptional as we'd hoped, maybe Heston's media exposure and resulting foreknowledge of some of his previous inventions mean that its difficult to exceed customer expectations. Looking back, neither of us experienced the ""surprised delight"" from any of the dishes that I think we were both hoping for. Between us we indulged in both the Discovery and the Curiosity wine flights; 7 glasses in each, spread over our 12 courses. The wines (and saki) were all unusual but only a few paired nicely with the food and in hindsight we should have ordered a couple of nice bottles from the extensive wine menu instead.  In total it was £1,130 for our meal for 2, including wine flights and service. The meal was very different and special for that and we're glad we went. We both enjoyed the experience (it is more of an experience than a meal) but neither of us has a desire to revisit the restaurant, which in itself says something. We've enjoyed meals far more at restaurants with less michelin stars and significantly lower prices, so The Fat Duck can only get an average rating from us."	False	2,0	4,0	4,0	--	4	MadamJosephine	Recensore livello  6  	Utente di Tripadvisor da ago 2005	50-64 donna da Melbourne, Australia	789 contributi	746 voti utili	340 città visitate	4 foto	Buongustaio, Amante delle aree urbane, Come una persona del posto, Appassionato di storia	 470	 169	 118	 23	 14
37	0	Good but not great - A story as old as the hills and time itself.	Recensito il 28 giugno 2022 	20	Data della visita:  giugno 2022	3	This was my 2nd time at the fat duck , the first was 6 years ago with my Fiancé. This time was celebrating with my Father for a special birthday.  Unfortunately all though good, this experience wasn’t up there with my first experience. They say never go back in life and maybe they are wise words. To start with the positives .. 1) the food (in the main ) is very good and some dishes exceptional. The fish dish with caviar was exceptional. The dessert was also exceptional and a lot of the smaller dishes were playful and ‘fun’ 2) The service was attentive (if not a little rehearsed) and the experience is an adventure. The glass was never empty and other than the initial wait (see negatives) the food flowed as it should do, not too long between courses but just enough time to chat. 3) As if was a special birthday they let us go to the kitchen (didn’t notice any other tables given that experience) it was very special to see the chefs at work and the environment. To the negatives.. 1) It was 40-45 mins before the first course came out (frozen cocktails) a little too long for me , first time it was circa 20-30 from memory.  2) One course was ‘off’ the oysters weren’t up to the chefs scratch and they were replaced with a cucumber alternative (not a great alternative) what annoyed me more was that with a wink the server said don’t worry we got a secret course to make up for it. But having been there before i knew that course was standard not a make up for the lack of oyster.  3) It’s uber expensive 2 peoples food with two bottles of the cheaper wine and a couple of liquor coffees with tip came to £1k. I understand it is a 3 star but £1k for 2 is mad. I’ve eaten equally as good locations for £300-400 for 2, it’s special not that special.  4) Less courses than the first time around. Last time around i left feeling exceptionally full this time it felt a little lite by 1-2 courses. First time there were two desserts and the sweet shop this time just 1 and sweet shop . 5) The fat duck has a cartel with the local taxi company that i believe MGMT might own a portion of. Taxi to the location was £13 independent on the way home (they called at the FD) was £40. Don’t get me wrong it was later but £40 for a 10-15min ride home is a shocking example of taking the suspected rich for a ‘ride’.  To summarise , it is a good experience , but i wouldn’t recommend going if my 2nd experience is the new average.	True	--	--	--	--	4	sam18and22	Recensore livello  3  	Utente di Tripadvisor da ago 2012	Da Brighton, Regno Unito	19 contributi	32 voti utili	9 città visitate	1 foto	--	 5	 5	 3	 5	 1
38	0	Celebrating our Pearl wedding anniversary at The Fat Duck.	Recensito il 25 giugno 2022 	7	Data della visita:  giugno 2022	2	What a fantastic dining experience. Excellent service and very friendly knowledgeable staff. Celebrated our Pearl wedding anniversary with Volume Four of the anthology menu at the Fat Duck. The whole experience was fascinating, food & drinks amazing.  Highly recommend you visit to experience this if you are a foodie.	True	--	--	--	--	4	JoanneP14	Recensore livello  2  	Utente di Tripadvisor da ago 2008	Da Tonypandy	7 contributi	6 voti utili	150 città visitate	--	--	 5	 2	 0	 0	 0
39	0	Disappointed, not worth the money!	Recensito il 19 giugno 2022 	15	Data della visita:  giugno 2022	8	I’ve been wanting to come here for years and was so excited when I eventually got a table. After eating at a couple of Michelin star restaurants I was beyond excited to try the fat duck! It was a 4 hour experience which was fine and went quite quickly. The food started to arrive and to begin with we were impressed and was enjoying the experience but as time went on it became clear that it was more about theatre than the quality of the food. Some dishes lacked flavour, something you don’t expect at a Michelin star restaurant. At the beginning of my experience I had a whole glass of wine spilt all down me and whilst accidents happen and the waitress was very apologetic, there was no compensation for this, not even a reduction in the service charge, so for the next 3 hours I had to sit soaking wet and stinking of white wine! My partner couldn’t have mustard which was a shame as most of the dishes contained mustard and we felt his substitute was poor. Staff were all lovely, informative and couldn’t fault them apart from not offering anything for me being covered in wine. After paying £1000 for the 2 of us we left feeling robbed, hungry and disappointed! Just goes to show the star rating doesn’t necessarily mean it’s better. I would much rather has returned to the other restaurants we have been to. Won’t be returning and won’t he recommending, people should save their money.  It’s as though the restaurant concentrates more on the accessories rather than the flavour of food.	False	--	--	--	--	4	Suter69	Recensore livello  3  	Utente di Tripadvisor da ago 2014	--	15 contributi	21 voti utili	12 città visitate	8 foto	Buongustaio, Come una persona del posto, Amante del brivido, Amante dello shopping	 9	 1	 0	 3	 2
40	0	Just wow! What an experience	Recensito il 16 giugno 2022 	5	Data della visita:  giugno 2022	0	Truly amazing experience. This is not just a meal it’s an adventure in food, taste and sense discovery.  Having always wanted to go to the duck I can say my visit not only lived up to my expectations, but went went much further.	True	--	--	--	--	5	the_fox1982	Recensore livello  2  	Utente di Tripadvisor da ago 2015	Da Harlow, Regno Unito	4 contributi	3 voti utili	5 città visitate	--	--	 3	 0	 0	 0	 1
41	0	What a shame!, we were expecting so much more from a 3 star	Recensito il 6 giugno 2022 	86	Data della visita:  maggio 2022	8	We visited here last month with such high hopes of having an outstanding meal at another three star restaurant, unfortunately it didn't quite go to plan. Everything started off well on the tasting menu and three of the courses came out in quick succession and although tiny were quite tasty, from there on in, the dishes came out every 20 - 30 mins, equally tiny portions and very uninspiring, nothing blew us away on this outdated menu. By the time we had finished all the courses we were quite bored of the 4 hour experience!!. Any restaurant at this level should be offering new and exciting dishes not dragging out 21 year old dished and charging 3* prices. We have been, we have paid the price ££££ and we will not be looking to come back.	False	2,0	4,0	2,0	--	5	Stephen G	Recensore livello  6  	Utente di Tripadvisor da ago 2012	25-34 uomo da York, Regno Unito	83 contributi	102 voti utili	35 città visitate	28 foto	Come una persona del posto, Amante della vita notturna, Viaggiatore di lusso, Alla moda	 73	 5	 2	 3	 1
42	0	Unsympathetic/money grabbing!	Recensito il 5 giugno 2022 	196	Data della visita:  aprile 2022	19	We have a family birthday & anniversary in April.  My daughter and I decided to surprise our husbands with an evening at this iconic restaurant and paid the full deposit (ie - all but the alcohol). 2 days before this much anticipated event my husband & I both tested positive for covid. We were so disappointed that we couldn’t go. The restaurant were completely unhelpful about rescheduling and, despite saying previously they had a waiting list, apparently could not re sell our table. The lady my daughter spoke to on the phone even suggested we still go if our symptoms were mild as we were not legally compelled to isolate. I was shocked! How could we sit in a room full of diners knowing we were breathing virus into that room! The outcome: our daughter and son in law enjoyed their meal despite being so sad we were not there. We lost £600 and will never dine in a Heston Blumenthal establishment again.	True	--	--	--	--	5	Lynnpatricia	Recensore livello  6  	Utente di Tripadvisor da ago 2011	50-64 donna da Bishops Stortford, Regno Unito	191 contributi	191 voti utili	112 città visitate	--	Buongustaio, Appassionato di storia, Amante della natura, Viaggiatore 60+	 89	 28	 42	 26	 7
43	0	It's the best life time experience, like Glastonbury meets Stonehenge	Recensito il 27 maggio 2022 	192	Data della visita:  maggio 2022	2	Heston Blumenthal is not only brilliant, but he is also courageous. He challenges all the sense with a whimsical and culinary immersive experience that is well…PRICELESS! His latest Anthology is like seeing the Stones or the Eagles knowing you will hear favorites with a current twist and then be surprised by new songs that mirror the status of their matured musical life. Heston’s Anthology does just that, but on steroids. One does not go to the Fat Duck because its Happy Birthday or Happy Anniversary and expect a traditional nice meal as one would expect from the neighboring Waterside Inn, where traditional is the nature of their well deserved Three Stars. Heston combines traditional with the future; he doesn’t just push the envelope he tears it in half making two perfectly harmonious containers of joy from one simple single-use item. One goes to the Fat Duck because of its cuisine certainly, and because the amalgamation of tastes and ingredients are just not found anyplace else. When one can make a razor-thin lozenge taste exactly like a fish or plant that slowly dissolves in your mouth like a Listerine breath strip, you know that someone has worked hard to have you enjoy the moment. After the great nitrous oxide cocktails that explode in one’s mouth leaving a cool sensation for the next surprise, one immediately knows that they have entered a culinary palace with gems of taste and smell experiences not known anywhere else. The use of earphones playing sounds of the ocean is a Zen experience and sort of intermission to experience the next dish of sashimi fish served on a plater of glass over sand and the sea foam rising from the plate puts you in the ocean with the fish you are about to taste. Its like intermission at a football match which gives one time to savor the past and anticipate the future The service at the Fat Duck is outstanding, everyone of the servers has been extremely well trained and not only knows the menu but how the ingredients are prepared and mixed to produce what you are about to enjoy. Throw away the wine list as your wine server knows more about the wines than you will ever know so go for the pairings as they will surprise you as much as the courses. The choices were from all over the world, many from places that one would not realize were wine producing regions. The Fat Duck is not your “local” as the Hinds Head may be, but it creates the experience to have all of your senses challenged and there is nowhere else in the world where this can be achieved better than in Bray. As an added treat we were privileged to have the Wagyu beef which was like a beef butter, it was so tender one could cut it with a piece of paper but the taste was as if you were eating the grass it was raised on. Just outstanding! There are not enough stars in the Michelin Guide to reward the immersive experience of the Fat Duck and it’s my “go to” place whenever I am able to get a table.	False	5,0	5,0	5,0	--	5	Lewis S	Recensore livello  6  	Utente di Tripadvisor da ago 2011	65+ uomo da Los Angeles, California	178 contributi	125 voti utili	172 città visitate	--	Buongustaio, Amante dello shopping, Viaggiatore 60+	 111	 54	 14	 1	 0
44	0	Treated poorly - beyond the pale	Recensito il 26 maggio 2022 	1	Data della visita:  maggio 2022	12	Booked via Tock.  Restaurant called the day befor my reservation to tell me the table I booked and paid for is no longer available.  This level of customer service is not what I would have expected from a 3- star Michelin restaurant.  This was a special visit to the UK and I changed other plans to accommodate dining at the Fat Duck.  Would advise others to choose another fine dining option in the UK, as I might expect this lack of service and courtesy to also be reflected in the dining experience.	True	--	--	--	--	5	Mark R	--	Utente di Tripadvisor da ago 2022	--	1 contributo	12 voti utili	1 città visitata	--	--	--	--	--	--	--
45	0	Losing its touch and uniqueness	Recensito il 15 maggio 2022 	92	Data della visita:  maggio 2022	2	"Returned for our 20th anniversary (after visiting in 2012 and 2017) and certainly left less impressed than on either of those first two visits. We visited for the Fable Tree menu in 2019 and felt a little underwhelmed, change a little for a loT after this visit. Across the first two meals, we had had 2/3 of the courses served and none of them felt improved, indeed several were poorer than before, the most obvious being the Botrytis Cinerea dessert which was just a pale imitation of what we were served five years ago (which WAS my favourite dessert ever - sadly not any more!). Of the ""new"" courses, the sole veronique served was superb and the addition of sandwiches to the mock turtle soup was welcome. Just one dessert and the ""meh"" sweetshop sweets (no change there in 10 years, maybe that needs freshening up) to take home leads to an unbalanced menu At c. £400/head plus drinks, it was maybe 60% of the amount of food enjoyed back in 2012 (when you had your meal back home after a return from the seaside as courses 13-16) at double the cost and very difficult to justify a return in the future. Service was excellent (as you would expect from a 3-star restaurant) albeit seem to taper off a bit towards the end of the meal."	False	2,0	4,0	3,0	--	5	John R	Recensore livello  5  	Utente di Tripadvisor da ago 2011	35-49 uomo da Towcester, Regno Unito	89 contributi	94 voti utili	56 città visitate	--	--	 23	 40	 17	 7	 2
46	0	Nice	Recensito il 28 aprile 2022 	1	Data della visita:  aprile 2022	0	Gorgeous waiter , lovely food , baklava was good thank you 10/10 also nice greek salad. I would recommend the bread also	True	--	--	--	--	5	Daisy B	--	Utente di Tripadvisor da ago 2022	--	1 contributo	--	1 città visitata	--	--	--	--	--	--	--
47	0	Ripp-off	Recensito il 28 aprile 2022 	24	Data della visita:  aprile 2022	2	Na 2 gangen ben ik opgestaan, de rest van mijn gezeldschap na 5 gangen. De fat duck is peperduur maar dat is prima, zolang je verwachtingen waargemaakt worden. Het eten is ronduit saai ( wat zeer onverwachts was ) de bediening matig & ongeïnteresseerd, terwijl het decor niveau put niet ontstijgt. Zoals gezegd: een ripp off, puur gebaseerd op reputatie.	True	--	--	--	--	5	cigaragua	Recensore livello  4  	Utente di Tripadvisor da ago 2017	Da Oosterhout, Paesi Bassi	21 contributi	36 voti utili	13 città visitate	--	--	 7	 3	 3	 2	 6
48	0	Something completely different	Recensito il 28 aprile 2022 	75	Data della visita:  aprile 2022	1	"We were a family party of 6 being treated by our offspring for my wife's ""significant"" birthday! The atmosphere was good and the staff all very pleasant and welcoming. The whole experience is very theatrical and each course clearly explained by a host. The food is certainly unusual but a cause for interesting conversation throughout. We were given a book which explains each course and the story behind it which is a big help. Certainly a life experience that we have wanted to try for years."	False	3,0	5,0	5,0	--	5	JamieW_10	Recensore livello  5  	Utente di Tripadvisor da ago 2009	Da Milnsbridge, Regno Unito	68 contributi	68 voti utili	77 città visitate	--	--	 65	 4	 0	 1	 0
49	0	Sadly disappointing 	Recensito il 27 aprile 2022 	79	Data della visita:  aprile 2022	10	We try not to go to restaurants with too high expectations, but with a place like the Fat Duck with the hype around it and three Michelin stars you can't help but be excited. Our expectations weren't met; the service was mostly good and attentive but way to pushy when it came to the wine flight. The food was fine but no where near exciting or special enough compared to other Michelin star restaurants which are a fraction of the price, and the level of theatre wasn't special enough to make up for the deficiencies in other areas. At nearly £800 for two people we expected something really special and this just didn't deliver; we left feeling disappointed and ripped-off, which is the worst feeling when you have high hopes. 20 or 30 years ago this might have been cutting edge and exceptional, but nowadays there's plenty of really good restaurants doing excellent food at a much more reasonable price and our experience just didn't justify the ridiculous premium. 	True	--	--	--	--	5	James A	Recensore livello  5  	Utente di Tripadvisor da ago 2016	Da Cheltenham, Regno Unito	75 contributi	55 voti utili	30 città visitate	--	--	 31	 19	 15	 7	 4
0	0	Just wow! What an experience	Recensito il 16 giugno 2022 	5	Data della visita:  giugno 2022	0	Truly amazing experience. This is not just a meal it’s an adventure in food, taste and sense discovery.  Having always wanted to go to the duck I can say my visit not only lived up to my expectations, but went went much further.	True	--	--	--	--	6	the_fox1982	Recensore livello  2  	Utente di Tripadvisor da ago 2015	Da Harlow, Regno Unito	4 contributi	3 voti utili	5 città visitate	--	--	 3	 0	 0	 0	 1
1	0	What a shame!, we were expecting so much more from a 3 star	Recensito il 6 giugno 2022 	86	Data della visita:  maggio 2022	8	We visited here last month with such high hopes of having an outstanding meal at another three star restaurant, unfortunately it didn't quite go to plan. Everything started off well on the tasting menu and three of the courses came out in quick succession and although tiny were quite tasty, from there on in, the dishes came out every 20 - 30 mins, equally tiny portions and very uninspiring, nothing blew us away on this outdated menu. By the time we had finished all the courses we were quite bored of the 4 hour experience!!. Any restaurant at this level should be offering new and exciting dishes not dragging out 21 year old dished and charging 3* prices. We have been, we have paid the price ££££ and we will not be looking to come back.	False	2,0	4,0	2,0	--	6	Stephen G	Recensore livello  6  	Utente di Tripadvisor da ago 2012	25-34 uomo da York, Regno Unito	83 contributi	102 voti utili	35 città visitate	28 foto	Come una persona del posto, Amante della vita notturna, Viaggiatore di lusso, Alla moda	 73	 5	 2	 3	 1
2	0	Unsympathetic/money grabbing!	Recensito il 5 giugno 2022 	196	Data della visita:  aprile 2022	19	We have a family birthday & anniversary in April.  My daughter and I decided to surprise our husbands with an evening at this iconic restaurant and paid the full deposit (ie - all but the alcohol). 2 days before this much anticipated event my husband & I both tested positive for covid. We were so disappointed that we couldn’t go. The restaurant were completely unhelpful about rescheduling and, despite saying previously they had a waiting list, apparently could not re sell our table. The lady my daughter spoke to on the phone even suggested we still go if our symptoms were mild as we were not legally compelled to isolate. I was shocked! How could we sit in a room full of diners knowing we were breathing virus into that room! The outcome: our daughter and son in law enjoyed their meal despite being so sad we were not there. We lost £600 and will never dine in a Heston Blumenthal establishment again.	True	--	--	--	--	6	Lynnpatricia	Recensore livello  6  	Utente di Tripadvisor da ago 2011	50-64 donna da Bishops Stortford, Regno Unito	191 contributi	191 voti utili	112 città visitate	--	Buongustaio, Appassionato di storia, Amante della natura, Viaggiatore 60+	 89	 28	 42	 26	 7
3	0	It's the best life time experience, like Glastonbury meets Stonehenge	Recensito il 27 maggio 2022 	192	Data della visita:  maggio 2022	2	Heston Blumenthal is not only brilliant, but he is also courageous. He challenges all the sense with a whimsical and culinary immersive experience that is well…PRICELESS! His latest Anthology is like seeing the Stones or the Eagles knowing you will hear favorites with a current twist and then be surprised by new songs that mirror the status of their matured musical life. Heston’s Anthology does just that, but on steroids. One does not go to the Fat Duck because its Happy Birthday or Happy Anniversary and expect a traditional nice meal as one would expect from the neighboring Waterside Inn, where traditional is the nature of their well deserved Three Stars. Heston combines traditional with the future; he doesn’t just push the envelope he tears it in half making two perfectly harmonious containers of joy from one simple single-use item. One goes to the Fat Duck because of its cuisine certainly, and because the amalgamation of tastes and ingredients are just not found anyplace else. When one can make a razor-thin lozenge taste exactly like a fish or plant that slowly dissolves in your mouth like a Listerine breath strip, you know that someone has worked hard to have you enjoy the moment. After the great nitrous oxide cocktails that explode in one’s mouth leaving a cool sensation for the next surprise, one immediately knows that they have entered a culinary palace with gems of taste and smell experiences not known anywhere else. The use of earphones playing sounds of the ocean is a Zen experience and sort of intermission to experience the next dish of sashimi fish served on a plater of glass over sand and the sea foam rising from the plate puts you in the ocean with the fish you are about to taste. Its like intermission at a football match which gives one time to savor the past and anticipate the future The service at the Fat Duck is outstanding, everyone of the servers has been extremely well trained and not only knows the menu but how the ingredients are prepared and mixed to produce what you are about to enjoy. Throw away the wine list as your wine server knows more about the wines than you will ever know so go for the pairings as they will surprise you as much as the courses. The choices were from all over the world, many from places that one would not realize were wine producing regions. The Fat Duck is not your “local” as the Hinds Head may be, but it creates the experience to have all of your senses challenged and there is nowhere else in the world where this can be achieved better than in Bray. As an added treat we were privileged to have the Wagyu beef which was like a beef butter, it was so tender one could cut it with a piece of paper but the taste was as if you were eating the grass it was raised on. Just outstanding! There are not enough stars in the Michelin Guide to reward the immersive experience of the Fat Duck and it’s my “go to” place whenever I am able to get a table.	False	5,0	5,0	5,0	--	6	Lynnpatricia	Recensore livello  6  	Utente di Tripadvisor da ago 2011	50-64 donna da Bishops Stortford, Regno Unito	191 contributi	191 voti utili	112 città visitate	--	Buongustaio, Appassionato di storia, Amante della natura, Viaggiatore 60+	 89	 28	 42	 26	 7
4	0	Treated poorly - beyond the pale	Recensito il 26 maggio 2022 	1	Data della visita:  maggio 2022	12	Booked via Tock.  Restaurant called the day befor my reservation to tell me the table I booked and paid for is no longer available.  This level of customer service is not what I would have expected from a 3- star Michelin restaurant.  This was a special visit to the UK and I changed other plans to accommodate dining at the Fat Duck.  Would advise others to choose another fine dining option in the UK, as I might expect this lack of service and courtesy to also be reflected in the dining experience.	True	--	--	--	--	6	Mark R	--	Utente di Tripadvisor da ago 2022	--	1 contributo	12 voti utili	1 città visitata	--	--	--	--	--	--	--
5	0	Losing its touch and uniqueness	Recensito il 15 maggio 2022 	92	Data della visita:  maggio 2022	2	"Returned for our 20th anniversary (after visiting in 2012 and 2017) and certainly left less impressed than on either of those first two visits. We visited for the Fable Tree menu in 2019 and felt a little underwhelmed, change a little for a loT after this visit. Across the first two meals, we had had 2/3 of the courses served and none of them felt improved, indeed several were poorer than before, the most obvious being the Botrytis Cinerea dessert which was just a pale imitation of what we were served five years ago (which WAS my favourite dessert ever - sadly not any more!). Of the ""new"" courses, the sole veronique served was superb and the addition of sandwiches to the mock turtle soup was welcome. Just one dessert and the ""meh"" sweetshop sweets (no change there in 10 years, maybe that needs freshening up) to take home leads to an unbalanced menu At c. £400/head plus drinks, it was maybe 60% of the amount of food enjoyed back in 2012 (when you had your meal back home after a return from the seaside as courses 13-16) at double the cost and very difficult to justify a return in the future. Service was excellent (as you would expect from a 3-star restaurant) albeit seem to taper off a bit towards the end of the meal."	False	2,0	4,0	3,0	--	6	John R	Recensore livello  5  	Utente di Tripadvisor da ago 2011	35-49 uomo da Towcester, Regno Unito	89 contributi	94 voti utili	56 città visitate	--	--	 23	 40	 17	 7	 2
6	0	Nice	Recensito il 28 aprile 2022 	1	Data della visita:  aprile 2022	0	Gorgeous waiter , lovely food , baklava was good thank you 10/10 also nice greek salad. I would recommend the bread also	True	--	--	--	--	6	Daisy B	--	Utente di Tripadvisor da ago 2022	--	1 contributo	--	1 città visitata	--	--	--	--	--	--	--
7	0	Ripp-off	Recensito il 28 aprile 2022 	24	Data della visita:  aprile 2022	2	Na 2 gangen ben ik opgestaan, de rest van mijn gezeldschap na 5 gangen. De fat duck is peperduur maar dat is prima, zolang je verwachtingen waargemaakt worden. Het eten is ronduit saai ( wat zeer onverwachts was ) de bediening matig & ongeïnteresseerd, terwijl het decor niveau put niet ontstijgt. Zoals gezegd: een ripp off, puur gebaseerd op reputatie.	True	--	--	--	--	6	--	--	--	--	--	--	--	--	--	--	--	--	--	--
8	0	Something completely different	Recensito il 28 aprile 2022 	75	Data della visita:  aprile 2022	1	"We were a family party of 6 being treated by our offspring for my wife's ""significant"" birthday! The atmosphere was good and the staff all very pleasant and welcoming. The whole experience is very theatrical and each course clearly explained by a host. The food is certainly unusual but a cause for interesting conversation throughout. We were given a book which explains each course and the story behind it which is a big help. Certainly a life experience that we have wanted to try for years."	False	3,0	5,0	5,0	--	6	--	--	--	--	--	--	--	--	--	--	--	--	--	--
9	0	Sadly disappointing 	Recensito il 27 aprile 2022 	79	Data della visita:  aprile 2022	10	We try not to go to restaurants with too high expectations, but with a place like the Fat Duck with the hype around it and three Michelin stars you can't help but be excited. Our expectations weren't met; the service was mostly good and attentive but way to pushy when it came to the wine flight. The food was fine but no where near exciting or special enough compared to other Michelin star restaurants which are a fraction of the price, and the level of theatre wasn't special enough to make up for the deficiencies in other areas. At nearly £800 for two people we expected something really special and this just didn't deliver; we left feeling disappointed and ripped-off, which is the worst feeling when you have high hopes. 20 or 30 years ago this might have been cutting edge and exceptional, but nowadays there's plenty of really good restaurants doing excellent food at a much more reasonable price and our experience just didn't justify the ridiculous premium. 	True	--	--	--	--	6	--	--	--	--	--	--	--	--	--	--	--	--	--	--
