	restaurantId	title	ratingDate	reviewerReviews	dateOfVisit	helpful	text	isViaMobile	starsValue	starsService	starsFood	reply	author_name	author_level	author_memberSince	author_city	author_contributions	author_helpful	author_cites	author_photos	author_tag	author_distributionExcellent	author_distributionVeryGood	author_distributionAverage	author_distributionPoor	author_distributionTerrible
25	0	Disappointing	Reviewed June 11, 2022 	--	Date of visit:  June 2022	1	We have eaten lunch and dinner here several times over the years and always enjoyed a superb meal, but this time it was not worth 1 Michelin star never mind 3. The courgette starter was dull and the teaspoon of caviar stirred into it a waste of caviar. When asked, I told it as it was and was offered the asparagus starter which was a kind thought but I wouldn’t have been able to eat the rest of my dinner. I should have accepted as the lamb main had an unacceptable amount of fat and gristle which left a rather meagre helping of edible meat. The chocolate pudding served in 2 parts was delicious. The lobster starter had to go back as it wasn’t adequately cooked, it had a gelatinous texture. Came back perfectly cooked but the dish as a whole was only “ok” according to my husband, which is particularly disappointing as I ate that dish on our previous visit and it was sublime. The John Dory main was good. At the prices charged every mouthful should be perfect. Even the canapés were dull. Yummy petite fours though and we took what we didn’t eat home.	False	--	--	--	Dear Guest, Thank you very much for sharing your feedback following your visit. I am sorry to read about your disappointing experience. I would like, if you agree, to get in touch with you by phone so that we can exchange further on your recent experience. Very best wishes, Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	MyrtleWiltshire	Level  6  Contributor 	Tripadvisor member since 2008	50-64 woman from Devizes, United Kingdom	311 Contributions	258 Helpful votes	857 Cities visited	159 Photos	Art and Architecture Lover, Foodie, History Buff, Nature Lover	 190	 75	 35	 10	 1
26	0	Disappointing Gastronomic Experience	Reviewed June 7, 2022 	--	Date of visit:  June 2022	0	Been here before 7 yrs ago when I got engaged. Decided to repeat the experience for my 40th Birthday. Previously had an extensive menu but now only 7 dishes (which you can have either have as starter/main/desert or 7 course tasting menu). Offered a glass of complementary Champagne as they were aware it was my birthday (my wife said it was lovely but all alcohol wasted on me as I don't really drink) which was nice of them. We opted for tasting menu. Waiting staff not coordinated and nearly walking into each other. Other waiting staff appeared to be lost walking around the restaurant carrying trays full of food. One of the waitresses has a particularly nasty habit or cracking her fingers and other joints whilst walking around and even when serving at the table. Some of the waiting staff obviously despise each other (as per body language) and would rather be elsewhere. Food was nice but not deserving of 3 stars (wonder what the criteria is these days for 3 stars) as our lobster was just warm with tepid chicken quenelles. Other dishes were so-so. Food should be perfect as only 7 dishes to deal with. Drinks obviously 3-4+ times mark up on off-license prices (those that can be bought at offy).  Will go out for a steak next time.	False	1,0	3,0	3,0	Dear Guest, Thank you very much for taking the time to share your feedback following your visit. I am sorry to read about your disappointing experience. I would like, if you agree, to get in touch with you by phone so that we can exchange further on your recent experience. Very best wishes, Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	Peter M.	Level  1  Contributor 	Tripadvisor member since 2019	From Lancaster, United Kingdom	3 Contributions	--	2 Cities visited	--	--	 1	 0	 0	 2	 0
27	0	Truly Wonderful	Reviewed May 21, 2022 	--	Date of visit:  May 2022	0	A fantastic experience from start to finish. Some friends and I had the 7 course tasting menu with the paring wines . Fantastic food an£ service, truly a wonderful evening 	False	--	--	--	Dear Guest, Thank you for taking the time to share your very kind feedback. I am really glad to read that you have enjoyed your experience with us. I do hope that we will have the chance of welcoming you on a future occasion. Best regards, Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	philipn968	Level  6  Contributor 	Tripadvisor member since 2015	From Rainham, United Kingdom	149 Contributions	142 Helpful votes	43 Cities visited	--	--	 101	 33	 18	 1	 0
28	0	AVOID AVOID!!	Reviewed May 5, 2022 	--	Date of visit:  April 2022	0	Birthday celebration ruined! Staff were professional albeit too fast and production-line style. Food was meagre and fluffed up to sound huge when it was tiny and not great tasting. Wines overpriced and again small amounts despite charging up to £500 extra per person for the pairing. We had to hunt around the tiny mains sauces to find the lamb chop which was even smaller than a 50p coin. Bread was given out sparingly and we had to ask for more - small slice by slice portions. They had extensive works going on and we could not enter at the main door but walk all round the corner in our formal outfits. One couldn't even access the tiny ballroom toilets without being escorted a long way to avoid the dusty works. Definitely over-hyped place - I don't know how they get 5 stars; makes me suspicious! Also it was my birthday and I was astonished to see the very tiny dessert course which everyone was given but mine had a small candle on it! And the well-advertised chef's tour for birthdays never materialised. Thanks for a wonderful birthday celebration -NOT!!	False	--	--	--	Dear Guest, Thank you very much for taking the time to share your feedback following your visit. I am sorry to read about your disappointing experience. I would like, if you agree, to get in touch with you by phone so that we can exchange further on your recent experience. Very best wishes, Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	Rhiann32	Level  5  Contributor 	Tripadvisor member since 2008	From London, United Kingdom	49 Contributions	95 Helpful votes	17 Cities visited	--	--	 12	 11	 10	 6	 11
29	0	Absolutely stunning	Reviewed May 1, 2022 	--	Date of visit:  May 2022	0	Arrived at agreed time to be greeted by an extremely friendly girl on reception, coats taken and shown to our table from there on in everything was faultless from knowledge by the waiters on every course from where every ingredient was sourced to the cooking process and story behind each dish. We had the 7 course taster menu and every single dish was superb, star of the show being the rack of lamb and the lobster raviolis . We had a bottle of lovely 2014 Barolo which was superb. We would highly recommend a visit as we were very very impressed indeed. Good job Alain ducasse at the dorchester	True	--	--	--	Dear Guest, Thank you very much for taking the time to share your very kind feedback. I am glad to read that you have enjoyed the food, service and atmosphere. I do hope that we will have the chance of welcoming you on a future occasion. Best regards, Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	Paul H	Level  3  Contributor 	Tripadvisor member since 2007	From Cambridge, United Kingdom	18 Contributions	19 Helpful votes	54 Cities visited	4 Photos	--	 12	 4	 0	 1	 1
30	0	Sind die Sterne aus der Lotterie?	Reviewed April 29, 2022 	--	Date of visit:  April 2022	0	Das Restaurant ist recht schlicht eingerichtet, man kann auch sagen banal. Auch die Tisch-Deko inklusive Besteck und Geschirr ist sehr durchschnittlich.Zum Beispiel klobiges Steak-Messer zum Fisch. Viel enttäuschender ist aber das, was auf die Teller kommt.Ordentliches,aber bei allen Gängen langweiliges Essen, nicht besonders präsentiert. Man kann sich schon am nächsten Tag an keinen der 7 Gänge mehr erinnern.. Das ist maximal einen Stern wert, niemals 3. Man fragt sich, was die Michelin-Inspekteure eingeworfen haben, als sie zu ihrer Beurteilung kamen! Höhepunkt das Abends war, dass das Restaurant(3 Sterne im Dorchester-Hotel!) nicht in der Lage war, ein Taxi für uns zu organisieren und wir 11/2 Stunden warten mussten, bis wir selbst einen Transport bekamen.Natürlich ohne eine Entschuldigung oder eine kleine Einladung seitens des Restaurants! Insgesamt- never again!	False	2,0	3,0	2,0	Dear Guest, Thank you very much for taking the time to share your feedback following your visit. I am sorry to read about your disappointing experience. I would like, if you agree, to get in touch with you by phone so that we can exchange further on your recent experience. Very best wishes, Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	onlythe1best	Level  5  Contributor 	Tripadvisor member since 2013	From Germany	78 Contributions	153 Helpful votes	29 Cities visited	--	Foodie, Shopping Fanatic, Luxury Traveler	 15	 19	 16	 12	 17
31	0	Ho assaggiato dei piccoli quadri	Reviewed April 24, 2022 	--	Date of visit:  April 2022	0	La cena è stata una bella esperienza gustativa e ottica, i piatti erano presentati alla perfezione grazie alla collaborazione di uno staff all'altezza delle tre stelle Michelin. Avendo poi scelto il menù degustazione ovviamente ho assaggiato anche piatti con ingredienti che di solito evito, come i broccoli. Il risultato è stato che ho gustato tutto senza però l'entusiasmo che mi aspetto di provare in ristoranti di questo livello. Solo il piatto di aragosta con funghi è stata una bomba.	True	--	--	--	Dear Guest, Thank you very much for taking the time to share your feedback. I do hope that we will have the chance of welcoming you on a future occasion. Best regards, Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	AAAngelo	Level  6  Contributor 	Tripadvisor member since 2007	50-64 man from Lugano, Switzerland	460 Contributions	264 Helpful votes	739 Cities visited	2 Photos	Art and Architecture Lover, Foodie, Urban Explorer, History Buff	 141	 152	 87	 60	 20
32	0	Wonderful subtle flavours	Reviewed April 23, 2022 	--	Date of visit:  April 2022	0	Went for the 7 course taster. Delicious but subtle flavours. Something for the connoisseur. For me the best course was the John Dory fish but the lobster was good as well. Had the middle grade flight of wine which was beautifully balanced with each dish and they allowed one glass between two.  Very attentive staff who were very knowledgeable and friendly. A nice touch was that we were taken to the kitchen to meet the head chef Jean-Phillipe Blondet who was very friendly.	False	5,0	5,0	5,0	Dear Guest, Thank you very much for taking the time to share your very kind feedback. I do hope that we will have the chance of welcoming you on a future occasion. Best regards, Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	Alastair W	Level  6  Contributor 	Tripadvisor member since 2016	50-64 man from Norwich, United Kingdom	196 Contributions	112 Helpful votes	109 Cities visited	4 Photos	Art and Architecture Lover, Foodie, Urban Explorer, History Buff	 110	 75	 11	 2	 1
33	0	Worth a trip to London anytime !	Reviewed April 16, 2022 	--	Date of visit:  October 2021	0	The Dorchester entrance is a time machine as you enter you feel you’re in a different age, the corridors the decoration and art on the walls is just from another century quite eye catching. Then you enter the restaurant which is a mixture in between that and modernity so well designed and paired. You need food to be up to all that luxury and the Chefs do not disappoint the food is fantastic. Then you have a ballet in the service directed by Enrico is just incredible how they managed to master their craft and execute an impecable service with a full restaurant.	True	--	--	--	Dear Guest, Thank you very much for taking the time to share your feedback. I am glad to read that you have enjoyed the atmosphere, the service and menu. I do hope that we will have the chance of welcoming you on a future occasion. Best regards, Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	Marcos	Level  2  Contributor 	Tripadvisor member since 2020	From Madrid, Spain	7 Contributions	2 Helpful votes	4 Cities visited	--	--	 6	 1	 0	 0	 0
34	0	the man, the myth, the place to dine	Reviewed April 12, 2022 	--	Date of visit:  November 2021	1	the worlds greatest chef, our favourite uk place to dine, service impecable, food first rate, selection of wines breathtaking first class in every sense, but need to get the set lunch menu back on ???? its amazing value, which we had once, but usually dinner we take	False	5,0	5,0	5,0	Dear Guest, Thank you very much for taking the time to share your feedback. I do hope that we will have the chance of welcoming you on a future occasion. Best regards, Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	michelin dining couple	Level  4  Contributor 	Tripadvisor member since 2012	From Lincolnshire, United Kingdom	30 Contributions	88 Helpful votes	435 Cities visited	--	--	 18	 6	 0	 1	 5
35	0	Late birthday celebration	Reviewed April 9, 2022 	--	Date of visit:  April 2022	0	I was treated to the exceptional and totally delicious Jardin menu with each course a very beautiful and totally delicious wonder that kept raising the quality and brought delight to my taste buds. The staff were excellent being attentive and providing information on the food and much much more. I am so happy and impressed with everything this restaurant has to offer - I was even invited to meet the chef! A real pleasure….thank you so much 😊	True	--	--	--	Dear Guest, Thank you very much for sharing your kind feedback. I am glad to read that you have enjoyed your experience with us. I do hope that we will have the chance of welcoming you on a future occasion. Best regards, Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	Graham S	Level  6  Contributor 	Tripadvisor member since 2015	50-64 man from Wokingham, United Kingdom	228 Contributions	90 Helpful votes	151 Cities visited	39 Photos	Vegetarian, History Buff	 140	 82	 8	 0	 0
36	0	Wow	Reviewed April 9, 2022 	--	Date of visit:  April 2022	0	Our third visit in London but not for some time and definitely not the last, and not just in UK. Faultless food and experience. We had the tasting menu but a special note goes to our wine waiter with whom we exchanged some interesting notes throughout the meal.	False	--	--	--	Dear Guest, Thank you very much for sharing your kind feedback. I am glad to read that you have enjoyed your experience with us. Please be ensured that your kind words will be passed on to the team. I do hope that we will have the chance of welcoming you on a future occasion. Best regards, Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	richardemail	Level  6  Contributor 	Tripadvisor member since 2017	From Stratford-upon-Avon, United Kingdom	419 Contributions	267 Helpful votes	307 Cities visited	--	Foodie, Urban Explorer, Beach Goer	 156	 170	 63	 31	 6
37	0	One of our best meals in London!	Reviewed April 9, 2022 	--	Date of visit:  September 2021	0	My fiance took me here for my birthday and we had the lunch menu and we both had a really nice experience. The service was excellent to begin with. We told them we do not take alcohol and they were very acccomodating and informed us which dishes are suitable for our diet. They also replaced the wines with Non-alcoholic tea juices.  We had the flower garden, coco bean soup for starters and I had the pollock and my fiance had the duck breast for mains. Amuse bouche was delicious, our 3 courses were of decent size and when dessert came we were both so full up we were trying so hard to finish our dessert. Oops I forgot to mention I think we had a lot of bread before that as the bread and butter was delicious!  For 3 course for £70, it was definitely worth it. I'm not sure if the restaurant still does this lunch menu but if they do it's definitely a must try!	True	--	--	--	Dear Guest, Thank you very much for sharing your kind feedback. I do hope that we will have the chance of welcoming you on a future occasion. Best regards, Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	c0rinna22	Level  6  Contributor 	Tripadvisor member since 2015	From London, United Kingdom	121 Contributions	90 Helpful votes	53 Cities visited	109 Photos	--	 46	 55	 19	 1	 1
38	0	Delicious food with an extensive menu, not so keen on the service	Reviewed April 6, 2022 	--	Date of visit:  April 2022	0	Extensive menu including an a la carte option with variety of flavours and textures. Food is easily the best thing about this restaurant and is worth the money. The meals are cleverly put together and the entire menu is an experience. The decor and overall atmosphere is more relaxed than I expected which is refreshing. Its a very calm place to eat and you're given space and time to enjoy your meal.  The only thing that let this place down was the service. I don't know if the restaurant was just short-staffed on the day I attended, but it felt like everyone was rushed off their feet. I really wanted to learn more about the dishes but the staff were very eager to leave once they had presented each dish, looking around while they were talking to you and rushing away before you could say anything. Everyone was running around and you could tell that you were holding them up by asking questions which made me reluctant to engage more with the menu and dishes (isn't that part of the entire 'fine dining experience'?). I ended up leaving early because I just felt I wasn't getting much aside from a nice meal and felt I was getting in the way. Judging by the rest of the reviews this does just seem to be a one-off experience and I'm looking forward to returning in the near future to hopefully a more pleasant meal. Despite this, I would recommend this restaurant for those interested in a unique culinary experience.	False	5,0	3,0	5,0	Dear Guest, Thank you very much for sharing your kind feedback. I am delighted to read that you have enjoyed the atmosphere and menu of the restaurant. However, I am sorry to read that you felt that the service was not up to our standards. If you agree, I would like to get in touch with you by phone so that we can exchange further  I do hope that we will have the chance of welcoming you on a future occasion. Best regards, Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	Angury	Level  5  Contributor 	Tripadvisor member since 2013	18-24 woman from London, United Kingdom	55 Contributions	54 Helpful votes	26 Cities visited	--	--	 9	 31	 13	 2	 0
39	0	Seasons in the Sun as the song goes	Reviewed March 26, 2022 	--	Date of visit:  March 2022	0	"Not been since December I believe. Many changes on the floor with an excellent new RM, truly excellent. The staff is smiling, and genuinely so, not faking it which is so important in a restaurant. We all have our pbs, especially nowadays and a smile may not change the world but a nice evening. En cuisine, also big changes, took a long menu, much more refined than before, over the years, excellent sauces, jus, cuissons, highly refined would be my world. Nice visuals. One suggestion, know it costs but each dish would be so much more nicely presented with a sous-assiette. It changes everything imo. The less is more is so 1990's... Obviously, not everything I agree with but that's my taste like a brioche there, a bouillon, the choice of a fish (when I taste a dish, I try to taste the ingredients separately and then together when possible). Here they respect the seasons for the vegetables, the fish (there is a book that all chefs should have on their shelf and know by heart: Les saisons de l'océan de Christopher Coutanceau ). You think all 3* or even 2* restaurants do that and respect seasons and sustainability? Well i had a pea puree a few weeks ago in a 2* for ex.... And when you have game all year long in a 3* restaurant , even if it is d'elevage? No! Seasons were invented so we can appreciate the season's products AT THEIR BEST not when they are AVAILABLE. It is not because you can get it, source it from a supplier anywhere in the world, that you should serve it. We can all get cherries in December in London. Is that the right thing to do? There is a dish with a mini souffle -would have sworn double cuisson but it is not, a little bit like a la Suissesse/Gavroche) with yellow wine and truffles. A killing we say in French. I can imagine one day they will serve a real souffle, light and elegant like a small isolated cloud in a summer sky with hints of yellow wine, truffles, and aged Comte..... But maybe they don't know how to do it...? :)! They probably don't...! :) That would be a classic 3* dish imo. Yesterday was maybe one of the best meals I had in this restaurant. At the moment, this team in the kitchen and on the floor is at its best. Let's hope they don't lose focus. The hotel is under restoration, there is a corridor to go to the men's room. A suggestion: a few decorative print sets hanging on the curtains would make it less ""chantier-like"". Just an idea. The wine list is on the expensive and difficult side. My own choice of wine yesterday was not great. My fault but the wine list is the weak point of this restaurant."	False	5,0	5,0	5,0	Dear Guest, Thank you so much for taking the time to share your feedback following you experience with us. I hope to have the pleasure of welcoming you again on another occasion. Very best wishes, Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	GuillaumeTirel	Level  6  Contributor 	Tripadvisor member since 2013	35-49 man from London, United Kingdom	102 Contributions	101 Helpful votes	18 Cities visited	--	Foodie	 74	 13	 6	 2	 7
40	0	Alain Ducasse at the Dorchester still Towers over London	Reviewed March 15, 2022 	--	Date of visit:  March 2022	2	Recently, upon visiting my son, a student at Imperial College, I chose to delight him at Alain Ducasse. We were not disappointed. HIGHLIGHTS: both ordering the tasting menu, the Jerusalem artichokes with Kristal caviar cream simply melted in your mouth; the lobster medallion, chicken quenelles and Périgord truffle with semolina pasta was flavorful and nicely balanced; turbot, salsify, razor clams and black garlic, parsley, ripe tomatoes, and citrus was delicious, subtlety sour and sweet, allowing the flavor of the turbot to ascend; ending with a fabulous pineapple, galanga sorbet, the latter of which mostly found in Thai cuisine – citrusy with hints of pine. The BIGGEST HIGHLIGHT, however, was being invited into the kitchen to meet Executive Chef Jean-Philippe Blondet himself, who was incredibly gracious. Service was world-class with kudos to Mattia Marcelli and his superb staff. No doubt we'll be back.	False	5,0	5,0	--	Dear Guest, Thank you so much for taking the time to share such positive comments following you experience with us at Alain Ducasse at The Dorchester. I have made sure to pass on your feedback to the entire team. I hope to have the pleasure of welcoming you again in the near future. Very best wishes, Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	GuillaumeTirel	Level  6  Contributor 	Tripadvisor member since 2013	35-49 man from London, United Kingdom	102 Contributions	101 Helpful votes	18 Cities visited	--	Foodie	 74	 13	 6	 2	 7
41	0	Birthday dinner	Reviewed March 12, 2022 	--	Date of visit:  March 2022	0	This restaurant is rated very high as it has 3 Michelin Stars.  Unfortunately I found it very disappointing the food was so average, I expected flavours to burst in your mouth in fact it was the opposite. I wouldn’t recommend this restaurant to anyone. The bill was 1,500. We were 4 people.  Spend your money anywhere but here. Jackie	False	--	--	--	Dear Guest, Thank you very much for taking the time to share your feedback following your visit. I am sorry to read about your disappointed experience. I would like, if you agree, to get in touch with you by phone so that we can exchange further on your recent experience. Very best wishes, Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	jackie c	Level  2  Contributor 	Tripadvisor member since 2013	From Dublin, Ireland	5 Contributions	1 Helpful vote	3 Cities visited	--	--	 1	 1	 0	 1	 2
42	0	Exceptional	Reviewed March 5, 2022 	--	Date of visit:  March 2022	3	Service was mind blowing.great food and wine narratives from all staff ..staff mostly Italian .great balance between attentiveness v interference..pricing on the taster menu s was earth shattering but worth it.the renovations around the hotel made access a bit long winded but the overall expert exceeded our expectations	False	--	--	--	Dear Guest, Thank you very much for sharing your kind feedback. I do hope that we will have the chance of welcoming you on a future occasion. Best regards, Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	Paul M	Level  5  Contributor 	Tripadvisor member since 2013	From Bradley Stoke, United Kingdom	52 Contributions	71 Helpful votes	36 Cities visited	1 Photo	--	 31	 13	 2	 2	 4
43	0	3 Michelin stars at its best.	Reviewed March 3, 2022 	--	Date of visit:  March 2022	2	From the minute we entered we were met with world class service, we all chose the tasting menu and it did not disappoint, everything was excellent. My personal favourite was the cauliflower soufflé but the Lobster was up there as was the beef. The wine tasting is also a must if you enjoy wine, there is a choice if three different pairings with the first at £100, second £210 and £500. We had the second which again was as good as the food it was paired with.	True	--	--	--	Dear Guest, Thank you very much for sharing your feedback following your visit. I do hope that we will have the opportunity of welcoming you on another occasion. Best regards, Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	Chris L	Level  6  Contributor 	Tripadvisor member since 2013	25-34 man from Cheadle Hulme, United Kingdom	79 Contributions	78 Helpful votes	37 Cities visited	90 Photos	Foodie, History Buff, Thrill Seeker, Nature Lover	 50	 15	 11	 1	 2
44	0	Exceptional evening celebrating our 25th Wedding Anniversary.	Reviewed February 26, 2022 	--	Date of visit:  February 2022	0	What I can say, what an evening. We both had the 7 course taster menu.  Every course served just got better and better as the evening progressed. The waiters knowledge of the food and its provenance was incredibly impressed.  The Sommelier knowledge of the wines was amazing and to have an opportunity to visit Jean Phillipe Blondel in the kitchen made our evening.  For me/us a once in a life time experience made memorable by every member of staff in the restaurant.  Absolutely stunning evening, thoroughly recommended, well done guys 🥂👏👏👏👏	True	--	--	--	Dear Guest, Thank you very much for sharing such a lovely review following your recent visit. I do hope that Jean-Philippe and I will have the chance of welcoming you on another occasion. Best regards, Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	Michael Strubel	Level  3  Contributor 	Tripadvisor member since 2020	From Stanmore, United Kingdom	14 Contributions	7 Helpful votes	7 Cities visited	--	--	 8	 1	 0	 2	 3
45	0	Lovely Evening	Reviewed February 26, 2022 	--	Date of visit:  August 2021	0	We visited in August for our wedding anniversary, we had the most amazing time. The food was amazing, service on point and atmosphere perfect. The waiter advised us that the pigeon and sardine course was very strong taste wise, but we decided to still go ahead with it and unfortunately we didn't like it but that was are choice we should have gone with the waiters recommendation.	False	4,0	4,0	4,0	Dear Guest,  Thank you very much for sharing a review following your visit.  I do hope that we will have the chance of welcoming you on another occasion.  Best regards,  Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	MBAmum	Level  3  Contributor 	Tripadvisor member since 2015	From Manchester, United Kingdom	17 Contributions	34 Helpful votes	12 Cities visited	--	Foodie, Nature Lover, Luxury Traveler, Family Vacationer	 9	 2	 1	 0	 5
46	0	Not a Michelin three star experience	Reviewed February 23, 2022 	--	Date of visit:  February 2022	1	For a Michelin 3 star establishment we expected something quite exceptional for the prices charged. The food was very good, don't get me wrong, but with the exception of two dishes out of the seven, there was no 'wow' factor. The signature lobster and chicken quenelles dish was exceptional, as was the Jerusalem artichoke and Kristal caviar cream starter. As for the rest of menu, there are plenty of other restaurants in London where the food is more inventive and tastier at a fraction of the price - Lyles or Story being two such examples.  But my biggest gripe was the exceptionally slow service, especially towards the end of the evening. We were there 4 hours in all. we had to wait about 20 minutes just to get the bill, and would have probably had to wait much longer if we hadn't put on our coats and stood at the exit on the verge of leaving. I had no idea what was in the desert as there was no explanation from the waiters. There was no hint of an apology when we pointed out the slow service as we were leaving. It put a dent on the whole experience. The other issue was the fact that we were quite close to the door leading down to the kitchen. At one point the our area was enveloped by the smell of cigarette smoke that wafted in from either the kitchen or the area where the waiting staff take their break. It was so bad my wife had to leave the table mid-service. Again hardly a Michelin 3 star experience.	False	2,0	3,0	4,0	Dear Guest, Thank you very much for taking the time to share your feedback following your visit. I am sorry to read about your disappointed experience. I would like, if you agree, to get in touch with you by phone so that we can exchange further on your recent experience. Very best wishes, Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	Richard D	Level  2  Contributor 	Tripadvisor member since 2007	--	7 Contributions	4 Helpful votes	74 Cities visited	--	--	 1	 1	 2	 3	 0
47	0	Well, what can we say, if it’s not three starts it’s two, but still exceptional	Reviewed February 13, 2022 	--	Date of visit:  January 2022	0	We went for the menu this time around and it was really good. Each food was peculiar and creative. We also chose the wine pairing (the “creative” list”) and ti was a nice discovery. Nothing mind blowing but of course really good	False	--	--	--	Dear Guest, Thank you very much for sharing your feedback with us. We are glad to read that you have enjoyed your time with us.Kind regards,Christopher CharraudeauGeneral ManagerAlain Ducasse at The Dorchester	GiuSil	Level  5  Contributor 	Tripadvisor member since 2008	35-49 woman from London, United Kingdom	63 Contributions	56 Helpful votes	87 Cities visited	1 Photo	--	 30	 18	 2	 7	 6
48	0	This place is stunning……..same level as the core by Clare symth	Reviewed February 6, 2022 	--	Date of visit:  November 2021	0	Fabulous………I can not fault this visit, visited as a special occasion birthday treat, as good as expected, 10/10 yes I would return when I can afford a return visit as very expensive, however I would pay I full again, very special place, as good as the core by Clare symth, different but quality from start to visit……..say no more try it!!!	False	5,0	5,0	5,0	Dear Guest,  Thank you so much for taking the time to share such an enthusiastic review following your dinner with us. I am thrilled to read such positive comments on your experience. I have made sure to share your feedback with our team who will be very happy to hear.  Kindest regards,  Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	Neil B	Level  4  Contributor 	Tripadvisor member since 2017	From High Wycombe, United Kingdom	38 Contributions	24 Helpful votes	21 Cities visited	--	--	 10	 12	 8	 4	 4
49	0	High expectations exceeded	Reviewed January 27, 2022 	--	Date of visit:  January 2022	0	When booking any Michelin starred restaurant my expectations are always high, and rightly so. Therefore my expectations for here with their 3 stars was very high - Well, WOW, they exceeded my expectations. My wife and I visited on Friday evening, we chose the 7 course tasting menu with wine pairings from their Icon's collection. The food; simply amazing. The service; unbeatable. The wine knowledge; world class. The setting/decor; perfect. We paid £1,970.00 for the two us, at that price everything must be perfect, it was, thank you very much. We look forward to our next visit.	False	5,0	5,0	5,0	Dear Guest, Thank you so much for taking the time to share such positive comments following you experience with us at Alain Ducasse at The Dorchester. I have made sure to pass on your feedback to the team. I hope to have the pleasure of welcoming you again in the near future. Very best wishes, Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	GreatGastro	Level  4  Contributor 	Tripadvisor member since 2012	35-49 man from Leigh-on Sea, United Kingdom	38 Contributions	50 Helpful votes	18 Cities visited	--	Luxury Traveler, Trendsetter, Family Vacationer	 26	 6	 0	 1	 7
50	0	A sour taste	Reviewed January 26, 2022 	--	Date of visit:  January 2022	0	"Such a hard review to write because part of me has the whole ""but I'm just the customer, what right do I have to criticise a three star restaurant?"". But also I'm the customer who just spent over £700 on the seven course tasting menu for two (plus a bottle of champagne).  Ok, so drinks were great, we chose the champagne well and had two glasses of red wine (Chianti) and two sweet wines to end with. On to the food... The amuse bouche was delicious, simple, light but full of flavour we were left expectant of what was to come. The bread was, well, very nice as was the accopanied by butter. Next came scallops with cauliflower and caviar, for me this was a real disappointment, while the citrus jus and cauliflower were lovely the scallop was a tiny slither and lost in the strong flavour of the jus.  ""Second course"" was sea bass with radish and samphire, again another delicate flavour for me lost completely to its accompaniments. A ceviche or sashimi approach would have worked better here but this is ""french cuisine"" after all. Next came the signature dish, lobster, chicken quenelles with pasta. Yes, this was truly amazing, indulgent and beautiful, and understandably their standout, left me even more confused as to the two previous courses. Again, the next dish of turbot with artichoke was devine, carefully seasoned and tastefully served it was just beautiful. Last of the ""protein"" dishes was venison with kalibos cabbage, again beautifully and prepared and tasted just perfect. On to cheese.. a dish which I struggle to count as one of my ""seven"" courses from a tasting menu, yes they were tasty but I honestly expect each dish from a tasting menu to be actually cooked / prepared, not simply pieces of something made earlier with some bread. Lastly the chestnut / yuzu mont blanc which, honestly was just overpowered by yuzu. Nice for some perhaps, but not to my taste. A few chocolates to finish and we're done.  In conclusion I was left disappointed. Of the seven dishes I would only really remember the lobster, turbot and venison. The starters were lacking, the cheese I wouldn't consider a ""course"" and the mont blanc overpowered by yuzu. Honestly, not worth the money."	False	2,0	5,0	3,0	Dear Guest, Thank you very much for taking the time to share your feedback following your visit.  I would like, if you agree, to get in touch with you by phone so that we can exchange further on your recent experience. Very best wishes, Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	philask	Level  5  Contributor 	Tripadvisor member since 2012	From Reading, United Kingdom	61 Contributions	39 Helpful votes	51 Cities visited	50 Photos	Foodie, Luxury Traveler, Family Vacationer	 17	 12	 16	 13	 3
